* Measurement data saved by REW V5.13 Beta 7
* Source: Microphone (Umik-1  Gain: 18dB  ), MICROPHONE (Master Volume), Left channel, volume: 0.530
* Format:   1M Log Swept Sine, 1 sweep at -23.0 dB FS
* Dated: 12-Sep-2015 19:46:57
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Sep 12 19:46:57
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
5165.405 98.796 169.832
5165.771 98.571 168.331
5166.138 98.285 167.230
5166.504 97.960 166.596
5166.870 97.616 166.454
5167.236 97.278 166.768
5167.603 96.960 167.441
5167.969 96.664 168.351
5168.335 96.381 169.419
5168.701 96.093 170.679
5169.067 95.793 172.292
5169.434 95.499 174.471
5169.800 95.259 177.334
5170.166 95.134 -179.261
5170.532 95.165 -175.750
5170.898 95.334 -172.658
5171.265 95.581 -170.309
5171.631 95.835 -168.683
5171.997 96.051 -167.511
5172.363 96.223 -166.454
5172.729 96.378 -165.280
5173.096 96.555 -163.962
5173.462 96.784 -162.675
5173.828 97.064 -161.669
5174.194 97.368 -161.121
5174.561 97.661 -161.045
5174.927 97.917 -161.326
5175.293 98.127 -161.800
5175.659 98.295 -162.333
5176.025 98.432 -162.856
5176.392 98.547 -163.356
5176.758 98.643 -163.842
5177.124 98.720 -164.301
5177.490 98.777 -164.696
5177.856 98.819 -164.981
5178.223 98.857 -165.124
5178.589 98.900 -165.130
5178.955 98.960 -165.043
5179.321 99.043 -164.933
5179.688 99.150 -164.888
5180.054 99.275 -164.995
5180.420 99.407 -165.320
5180.786 99.530 -165.889
5181.152 99.625 -166.669
5181.519 99.680 -167.569
5181.885 99.689 -168.466
5182.251 99.657 -169.241
5182.617 99.596 -169.815
5182.983 99.520 -170.161
5183.350 99.436 -170.285
5183.716 99.350 -170.187
5184.082 99.266 -169.833
5184.448 99.195 -169.168
5184.814 99.160 -168.169
5185.181 99.191 -166.913
5185.547 99.308 -165.609
5185.913 99.514 -164.539
5186.279 99.784 -163.956
5186.646 100.080 -163.988
5187.012 100.363 -164.619
5187.378 100.601 -165.728
5187.744 100.778 -167.146
5188.110 100.891 -168.703
5188.477 100.943 -170.255
5188.843 100.946 -171.700
5189.209 100.914 -172.983
5189.575 100.860 -174.093
5189.941 100.795 -175.061
5190.308 100.724 -175.942
5190.674 100.643 -176.790
5191.040 100.543 -177.630
5191.406 100.410 -178.422
5191.772 100.235 -179.051
5192.139 100.019 -179.338
5192.505 99.783 -179.092
5192.871 99.568 -178.198
5193.237 99.429 -176.720
5193.604 99.408 -174.955
5193.970 99.519 -173.349
5194.336 99.729 -172.310
5194.702 99.981 -172.048
5195.068 100.219 -172.545
5195.435 100.398 -173.631
5195.801 100.495 -175.068
5196.167 100.502 -176.611
5196.533 100.424 -178.039
5196.899 100.278 -179.167
5197.266 100.087 -179.860
5197.632 99.881 179.938
5197.998 99.694 -179.811
5198.364 99.546 -179.247
5198.730 99.447 -178.558
5199.097 99.383 -177.902
5199.463 99.335 -177.337
5199.829 99.283 -176.803
5200.195 99.223 -176.168
5200.562 99.169 -175.314
5200.928 99.148 -174.217
5201.294 99.185 -172.999
5201.660 99.289 -171.885
5202.026 99.446 -171.105
5202.393 99.621 -170.782
5202.759 99.778 -170.888
5203.125 99.890 -171.268
5203.491 99.948 -171.710
5203.857 99.962 -172.017
5204.224 99.956 -172.069
5204.590 99.957 -171.862
5204.956 99.988 -171.497
5205.322 100.055 -171.121
5205.688 100.151 -170.853
5206.055 100.261 -170.741
5206.421 100.376 -170.770
5206.787 100.496 -170.913
5207.153 100.622 -171.180
5207.520 100.757 -171.632
5207.886 100.890 -172.354
5208.252 101.001 -173.392
5208.618 101.067 -174.709
5208.984 101.064 -176.170
5209.351 100.982 -177.566
5209.717 100.827 -178.656
5210.083 100.625 -179.233
5210.449 100.415 -179.185
5210.815 100.242 -178.550
5211.182 100.143 -177.517
5211.548 100.131 -176.365
5211.914 100.199 -175.353
5212.280 100.323 -174.639
5212.646 100.477 -174.273
5213.013 100.645 -174.236
5213.379 100.817 -174.501
5213.745 100.988 -175.065
5214.111 101.153 -175.956
5214.478 101.298 -177.207
5214.844 101.405 -178.824
5215.210 101.455 179.241
5215.576 101.428 177.095
5215.942 101.312 174.895
5216.309 101.104 172.825
5216.675 100.810 171.074
5217.041 100.447 169.807
5217.407 100.040 169.142
5217.773 99.619 169.130
5218.140 99.215 169.739
5218.506 98.852 170.865
5218.872 98.544 172.351
5219.238 98.294 174.035
5219.604 98.089 175.796
5219.971 97.914 177.592
5220.337 97.754 179.466
5220.703 97.604 -178.472
5221.069 97.477 -176.100
5221.436 97.398 -173.348
5221.802 97.403 -170.273
5222.168 97.522 -167.090
5222.534 97.762 -164.130
5222.900 98.101 -161.715
5223.267 98.494 -160.031
5223.633 98.888 -159.075
5223.999 99.247 -158.684
5224.365 99.552 -158.619
5224.731 99.806 -158.655
5225.098 100.028 -158.637
5225.464 100.241 -158.518
5225.830 100.464 -158.342
5226.196 100.708 -158.195
5226.562 100.972 -158.160
5226.929 101.256 -158.298
5227.295 101.555 -158.665
5227.661 101.865 -159.323
5228.027 102.175 -160.339
5228.394 102.467 -161.750
5228.760 102.723 -163.538
5229.126 102.923 -165.619
5229.492 103.060 -167.871
5229.858 103.133 -170.170
5230.225 103.148 -172.426
5230.591 103.115 -174.593
5230.957 103.037 -176.660
5231.323 102.915 -178.612
5231.689 102.745 179.597
5232.056 102.527 178.056
5232.422 102.268 176.880
5232.788 101.989 176.163
5233.154 101.714 175.933
5233.521 101.472 176.121
5233.887 101.279 176.573
5234.253 101.139 177.107
5234.619 101.043 177.566
5234.985 100.970 177.856
5235.352 100.902 177.948
5235.718 100.817 177.867
5236.084 100.696 177.695
5236.450 100.527 177.575
5236.816 100.306 177.709
5237.183 100.048 178.320
5237.549 99.788 179.586
5237.915 99.580 -178.468
5238.281 99.474 -176.043
5238.647 99.494 -173.518
5239.014 99.625 -171.280
5239.380 99.827 -169.552
5239.746 100.056 -168.354
5240.112 100.283 -167.585
5240.479 100.501 -167.133
5240.845 100.705 -166.940
5241.211 100.894 -167.001
5241.577 101.055 -167.309
5241.943 101.173 -167.805
5242.310 101.235 -168.351
5242.676 101.240 -168.755
5243.042 101.203 -168.820
5243.408 101.157 -168.418
5243.774 101.143 -167.556
5244.141 101.198 -166.392
5244.507 101.336 -165.190
5244.873 101.551 -164.210
5245.239 101.820 -163.633
5245.605 102.116 -163.534
5245.972 102.415 -163.920
5246.338 102.698 -164.773
5246.704 102.947 -166.067
5247.070 103.143 -167.756
5247.437 103.265 -169.748
5247.803 103.294 -171.897
5248.169 103.221 -173.992
5248.535 103.044 -175.784
5248.901 102.782 -177.007
5249.268 102.467 -177.435
5249.634 102.151 -176.941
5250.000 101.896 -175.570
5250.366 101.752 -173.570
5250.732 101.747 -171.332
5251.099 101.871 -169.257
5251.465 102.092 -167.620
5251.831 102.367 -166.532
5252.197 102.664 -165.975
5252.563 102.959 -165.872
5252.930 103.240 -166.140
5253.296 103.499 -166.706
5253.662 103.732 -167.505
5254.028 103.934 -168.477
5254.395 104.107 -169.559
5254.761 104.252 -170.696
5255.127 104.376 -171.856
5255.493 104.483 -173.036
5255.859 104.577 -174.255
5256.226 104.654 -175.532
5256.592 104.709 -176.860
5256.958 104.738 -178.203
5257.324 104.741 -179.499
5257.690 104.723 179.304
5258.057 104.694 178.226
5258.423 104.662 177.242
5258.789 104.632 176.298
5259.155 104.598 175.350
5259.521 104.554 174.393
5259.888 104.492 173.477
5260.254 104.416 172.672
5260.620 104.336 172.027
5260.986 104.268 171.527
5261.353 104.223 171.081
5261.719 104.200 170.563
5262.085 104.185 169.877
5262.451 104.160 169.003
5262.817 104.106 168.003
5263.184 104.015 166.987
5263.550 103.890 166.064
5263.916 103.740 165.309
5264.282 103.575 164.753
5264.648 103.404 164.403
5265.015 103.233 164.263
5265.381 103.072 164.341
5265.747 102.932 164.620
5266.113 102.827 165.032
5266.479 102.762 165.455
5266.846 102.731 165.753
5267.212 102.718 165.836
5267.578 102.701 165.698
5267.944 102.662 165.411
5268.311 102.595 165.083
5268.677 102.503 164.815
5269.043 102.394 164.671
5269.409 102.279 164.674
5269.775 102.165 164.821
5270.142 102.062 165.088
5270.508 101.973 165.433
5270.874 101.901 165.799
5271.240 101.842 166.130
5271.606 101.786 166.393
5271.973 101.724 166.604
5272.339 101.646 166.827
5272.705 101.556 167.145
5273.071 101.461 167.621
5273.438 101.375 168.269
5273.804 101.311 169.046
5274.170 101.274 169.870
5274.536 101.260 170.659
5274.902 101.262 171.357
5275.269 101.267 171.952
5275.635 101.263 172.479
5276.001 101.243 173.018
5276.367 101.207 173.680
5276.733 101.167 174.575
5277.100 101.143 175.766
5277.466 101.165 177.216
5277.832 101.252 178.784
5278.198 101.413 -179.738
5278.564 101.634 -178.539
5278.931 101.893 -177.725
5279.297 102.168 -177.308
5279.663 102.443 -177.250
5280.029 102.710 -177.506
5280.396 102.963 -178.056
5280.762 103.197 -178.895
5281.128 103.399 179.991
5281.494 103.558 178.650
5281.860 103.662 177.178
5282.227 103.708 175.706
5282.593 103.700 174.380
5282.959 103.653 173.318
5283.325 103.592 172.578
5283.691 103.540 172.134
5284.058 103.517 171.879
5284.424 103.528 171.662
5284.790 103.568 171.349
5285.156 103.619 170.861
5285.522 103.666 170.195
5285.889 103.696 169.400
5286.255 103.703 168.552
5286.621 103.690 167.718
5286.987 103.664 166.936
5287.354 103.630 166.211
5287.720 103.594 165.519
5288.086 103.555 164.826
5288.452 103.512 164.111
5288.818 103.457 163.373
5289.185 103.388 162.637
5289.551 103.304 161.940
5289.917 103.206 161.320
5290.283 103.100 160.793
5290.649 102.992 160.352
5291.016 102.885 159.970
5291.382 102.777 159.614
5291.748 102.663 159.270
5292.114 102.537 158.959
5292.480 102.397 158.731
5292.847 102.244 158.651
5293.213 102.089 158.766
5293.579 101.943 159.086
5293.945 101.819 159.571
5294.312 101.723 160.153
5294.678 101.657 160.763
5295.044 101.619 161.343
5295.410 101.608 161.844
5295.776 101.621 162.203
5296.143 101.650 162.334
5296.509 101.680 162.167
5296.875 101.684 161.692
5297.241 101.636 160.999
5297.607 101.520 160.276
5297.974 101.334 159.768
5298.340 101.099 159.702
5298.706 100.853 160.202
5299.072 100.639 161.233
5299.438 100.486 162.610
5299.805 100.404 164.091
5300.171 100.379 165.483
5300.537 100.391 166.699
5300.903 100.421 167.738
5301.270 100.460 168.632
5301.636 100.500 169.419
5302.002 100.538 170.133
5302.368 100.571 170.822
5302.734 100.601 171.545
5303.101 100.633 172.356
5303.467 100.680 173.281
5303.833 100.757 174.295
5304.199 100.876 175.316
5304.565 101.042 176.222
5304.932 101.250 176.867
5305.298 101.487 177.122
5305.664 101.725 176.912
5306.030 101.935 176.254
5306.396 102.089 175.269
5306.763 102.173 174.160
5307.129 102.188 173.165
5307.495 102.159 172.483
5307.861 102.123 172.192
5308.228 102.119 172.197
5308.594 102.167 172.263
5308.960 102.260 172.122
5309.326 102.367 171.607
5309.692 102.451 170.709
5310.059 102.484 169.554
5310.425 102.453 168.326
5310.791 102.360 167.202
5311.157 102.215 166.316
5311.523 102.034 165.751
5311.890 101.830 165.560
5312.256 101.617 165.790
5312.622 101.414 166.488
5312.988 101.246 167.670
5313.354 101.145 169.266
5313.721 101.139 171.089
5314.087 101.238 172.853
5314.453 101.429 174.270
5314.819 101.678 175.146
5315.186 101.947 175.429
5315.552 102.202 175.186
5315.918 102.425 174.544
5316.284 102.608 173.635
5316.650 102.752 172.561
5317.017 102.861 171.382
5317.383 102.940 170.124
5317.749 102.991 168.794
5318.115 103.011 167.393
5318.481 102.997 165.927
5318.848 102.945 164.417
5319.214 102.846 162.901
5319.580 102.693 161.450
5319.946 102.482 160.173
5320.312 102.215 159.219
5320.679 101.906 158.750
5321.045 101.581 158.899
5321.411 101.281 159.712
5321.777 101.049 161.083
5322.144 100.915 162.761
5322.510 100.886 164.413
5322.876 100.942 165.752
5323.242 101.044 166.613
5323.608 101.152 166.982
5323.975 101.235 166.958
5324.341 101.273 166.709
5324.707 101.261 166.430
5325.073 101.208 166.304
5325.439 101.136 166.454
5325.806 101.075 166.906
5326.172 101.051 167.571
5326.538 101.078 168.274
5326.904 101.152 168.826
5327.271 101.256 169.094
5327.637 101.365 169.037
5328.003 101.459 168.693
5328.369 101.525 168.141
5328.735 101.556 167.474
5329.102 101.553 166.778
5329.468 101.518 166.125
5329.834 101.459 165.574
5330.200 101.384 165.159
5330.566 101.304 164.879
5330.933 101.227 164.704
5331.299 101.157 164.578
5331.665 101.092 164.446
5332.031 101.024 164.279
5332.397 100.945 164.083
5332.764 100.850 163.896
5333.130 100.736 163.772
5333.496 100.605 163.772
5333.862 100.465 163.940
5334.229 100.326 164.297
5334.595 100.199 164.821
5334.961 100.092 165.443
5335.327 100.002 166.071
5335.693 99.918 166.641
5336.060 99.819 167.176
5336.426 99.693 167.808
5336.792 99.541 168.746
5337.158 99.394 170.172
5337.524 99.300 172.110
5337.891 99.304 174.349
5338.257 99.424 176.499
5338.623 99.634 178.196
5338.989 99.884 179.273
5339.355 100.128 179.784
5339.722 100.337 179.905
5340.088 100.506 179.819
5340.454 100.640 179.652
5340.820 100.747 179.469
5341.187 100.832 179.299
5341.553 100.900 179.177
5341.919 100.956 179.139
5342.285 101.010 179.206
5342.651 101.073 179.359
5343.018 101.151 179.534
5343.384 101.244 179.655
5343.750 101.344 179.675
5344.116 101.439 179.599
5344.482 101.524 179.477
5344.849 101.601 179.376
5345.215 101.676 179.340
5345.581 101.762 179.373
5345.947 101.870 179.428
5346.313 102.007 179.416
5346.680 102.171 179.227
5347.046 102.354 178.756
5347.412 102.540 177.927
5347.778 102.706 176.712
5348.145 102.830 175.140
5348.511 102.893 173.297
5348.877 102.877 171.317
5349.243 102.775 169.371
5349.609 102.587 167.652
5349.976 102.324 166.358
5350.342 102.006 165.669
5350.708 101.669 165.713
5351.074 101.354 166.526
5351.440 101.106 168.018
5351.807 100.961 169.966
5352.173 100.936 172.057
5352.539 101.024 173.964
5352.905 101.200 175.428
5353.271 101.421 176.306
5353.638 101.648 176.592
5354.004 101.843 176.394
5354.370 101.985 175.900
5354.736 102.068 175.337
5355.103 102.102 174.916
5355.469 102.113 174.779
5355.835 102.134 174.953
5356.201 102.197 175.333
5356.567 102.316 175.714
5356.934 102.486 175.876
5357.300 102.686 175.664
5357.666 102.885 175.024
5358.032 103.058 174.005
5358.398 103.186 172.715
5358.765 103.260 171.291
5359.131 103.283 169.861
5359.497 103.259 168.529
5359.863 103.201 167.362
5360.229 103.120 166.394
5360.596 103.026 165.637
5360.962 102.929 165.089
5361.328 102.838 164.735
5361.694 102.762 164.544
5362.061 102.709 164.456
5362.427 102.684 164.383
5362.793 102.683 164.232
5363.159 102.694 163.933
5363.525 102.704 163.465
5363.892 102.699 162.856
5364.258 102.671 162.173
5364.624 102.617 161.491
5364.990 102.541 160.877
5365.356 102.447 160.379
5365.723 102.343 160.026
5366.089 102.236 159.833
5366.455 102.135 159.801
5366.821 102.047 159.914
5367.188 101.982 160.140
5367.554 101.944 160.422
5367.920 101.939 160.689
5368.286 101.967 160.850
5368.652 102.020 160.809
5369.019 102.088 160.478
5369.385 102.148 159.811
5369.751 102.179 158.825
5370.117 102.159 157.613
5370.483 102.075 156.330
5370.850 101.925 155.155
5371.216 101.722 154.250
5371.582 101.486 153.722
5371.948 101.241 153.602
5372.314 101.008 153.859
5372.681 100.803 154.423
5373.047 100.636 155.209
5373.413 100.517 156.107
5373.779 100.448 156.976
5374.146 100.419 157.656
5374.512 100.407 158.024
5374.878 100.377 158.064
5375.244 100.297 157.893
5375.610 100.147 157.746
5375.977 99.926 157.925
5376.343 99.660 158.725
5376.709 99.400 160.340
5377.075 99.213 162.772
5377.441 99.161 165.763
5377.808 99.278 168.847
5378.174 99.555 171.515
5378.540 99.944 173.393
5378.906 100.388 174.334
5379.272 100.833 174.373
5379.639 101.244 173.640
5380.005 101.600 172.289
5380.371 101.887 170.452
5380.737 102.098 168.236
5381.104 102.224 165.737
5381.470 102.255 163.061
5381.836 102.182 160.347
5382.202 102.001 157.772
5382.568 101.716 155.538
5382.935 101.341 153.850
5383.301 100.902 152.886
5383.667 100.435 152.760
5384.033 99.981 153.500
5384.399 99.580 155.038
5384.766 99.269 157.218
5385.132 99.073 159.806
5385.498 99.004 162.512
5385.864 99.056 165.026
5386.230 99.202 167.092
5386.597 99.404 168.560
5386.963 99.619 169.410
5387.329 99.811 169.727
5387.695 99.955 169.670
5388.062 100.036 169.446
5388.428 100.052 169.294
5388.794 100.021 169.452
5389.160 99.980 170.089
5389.526 99.981 171.209
5389.893 100.072 172.576
5390.259 100.270 173.775
5390.625 100.543 174.408
5390.991 100.833 174.298
5391.357 101.081 173.534
5391.724 101.253 172.379
5392.090 101.341 171.138
5392.456 101.363 170.048
5392.822 101.347 169.213
5393.188 101.317 168.623
5393.555 101.286 168.209
5393.921 101.255 167.923
5394.287 101.226 167.764
5394.653 101.204 167.751
5395.020 101.203 167.864
5395.386 101.233 168.014
5395.752 101.293 168.074
5396.118 101.371 167.946
5396.484 101.449 167.605
5396.851 101.511 167.100
5397.217 101.552 166.518
5397.583 101.575 165.928
5397.949 101.589 165.356
5398.315 101.600 164.780
5398.682 101.610 164.148
5399.048 101.613 163.409
5399.414 101.598 162.536
5399.780 101.551 161.549
5400.146 101.458 160.520
5400.513 101.311 159.572
5400.879 101.111 158.862
5401.245 100.870 158.545
5401.611 100.611 158.735
5401.978 100.365 159.463
5402.344 100.162 160.662
5402.710 100.022 162.189
5403.076 99.952 163.878
5403.442 99.948 165.587
5403.809 100.002 167.228
5404.175 100.107 168.758
5404.541 100.257 170.150
5404.907 100.454 171.369
5405.273 100.697 172.346
5405.640 100.983 172.984
5406.006 101.300 173.178
5406.372 101.627 172.853
5406.738 101.939 171.995
5407.104 102.212 170.660
5407.471 102.427 168.962
5407.837 102.575 167.041
5408.203 102.653 165.039
5408.569 102.667 163.077
5408.936 102.625 161.251
5409.302 102.539 159.635
5409.668 102.421 158.283
5410.034 102.287 157.225
5410.400 102.154 156.454
5410.767 102.039 155.905
5411.133 101.953 155.461
5411.499 101.895 154.980
5411.865 101.851 154.354
5412.231 101.800 153.548
5412.598 101.726 152.616
5412.964 101.617 151.663
5413.330 101.476 150.807
5413.696 101.313 150.130
5414.062 101.144 149.654
5414.429 100.979 149.349
5414.795 100.827 149.154
5415.161 100.686 149.003
5415.527 100.553 148.849
5415.894 100.419 148.667
5416.260 100.277 148.465
5416.626 100.117 148.287
5416.992 99.938 148.211
5417.358 99.744 148.331
5417.725 99.551 148.710
5418.091 99.379 149.339
5418.457 99.245 150.108
5418.823 99.152 150.850
5419.189 99.085 151.425
5419.556 99.017 151.797
5419.922 98.924 152.065
5420.288 98.800 152.408
5420.654 98.661 153.001
5421.021 98.537 153.908
5421.387 98.465 155.016
5421.753 98.458 156.059
5422.119 98.500 156.749
5422.485 98.549 156.920
5422.852 98.552 156.611
5423.218 98.470 156.043
5423.584 98.285 155.552
5423.950 98.006 155.497
5424.316 97.670 156.182
5424.683 97.332 157.767
5425.049 97.057 160.209
5425.415 96.895 163.262
5425.781 96.873 166.556
5426.147 96.987 169.720
5426.514 97.213 172.464
5426.880 97.514 174.607
5427.246 97.850 176.085
5427.612 98.186 176.937
5427.979 98.492 177.290
5428.345 98.754 177.316
5428.711 98.971 177.184
5429.077 99.153 177.018
5429.443 99.314 176.871
5429.810 99.464 176.744
5430.176 99.609 176.615
5430.542 99.752 176.472
5430.908 99.893 176.315
5431.274 100.040 176.142
5431.641 100.198 175.914
5432.007 100.370 175.554
5432.373 100.549 174.968
